eis_id,title,document,epa_comment_letter_date,federal_register_date,agency,state
79216,South Lawrence Trafficway Contruction  Kansas Turnpike'I-70 to KS-10/Noria Road  New Information concerning KS-10 on the East and US 59 on the West  Funding  COE Section 404 Permit and Right-of-Way Acquisition  Douglas County  KS,Draft Supplement,03/22/1996,10/20/1995,Federal Highway Administration,KS
79215,FL-423 (John Young Parkway)  Improvements for FL-50 to FL-434  City of Orlando  Orange County  FL,Draft,01/18/2000,11/19/1999,Federal Highway Administration,FL
79214,Uniontown Bypass/PA-6040 (Section A04) Construction  US 40 in Hopwood to US 119 near Chadville  404 Permit and Funding  South Union Township  Fayette County  PA,Final,04/27/1990,03/23/1990,Federal Highway Administration,PA
79213,MO-19  MO-107 and US 54 Improvements and Extension  US 61 near Bowling Green and New London on the East to Mark Twain Lake and the Mexico Bypass on the West  Funding and COE Section 404 Permits Issuance  Pike  Monroe  Ralls and Audrain Counties  MO,Draft,11/06/1996,08/02/1996,Federal Highway Administration,MO
79212,Lincoln South and East Beltways Project   Circumferential Transportation System Completion linking I-80 on the north and US 77 on the west  Funding   US Army COE Section  404 Permit and NPDES Permit Issuance  Lancaster County  NE,Final,08/05/2002,07/05/2002,Federal Highway Administration,NE
79211,CA-125/54 Freeway Transportation Project  Construction  west of Worthington Street  County of San Diego to CA-94 in the City of Lemon Grove  Funding and Section 404 Permit  Regional Tranportation Plan (RTP)  San Diego County  CA,Draft,01/13/1993,11/27/1992,Federal Highway Administration,CA
79210,FAP 302 (formerly FAP 407)/IL-336 Construction  US 24 at Quincy to US 136 at Carthage  Funding and Section 404 Permit  Adams and Hancock Counties IL,Draft,12/20/1990,11/23/1990,Federal Highway Administration,IL
79209,US 1 Improvements  Secondary Road 1853 at Lakeview to Secondary Road 1180 south of Sanford  Funding and COE Section 404 Permit Issuance  Lee and Moore Counties  NC,Final,01/23/1996,12/15/1995,Federal Highway Administration,NC
79208,Interstate 86/Route 15 Interchange and Route 15/Gang Mills Interchange  New Roadway and Ramp Construction  Intersection Reconstruction  New Bridges and Bridge Rehabilitation  Town of Erwin  Steuben County  NY,Draft,10/04/2001,06/29/2001,Federal Highway Administration,NY
79207,Augusta River Crossing Study  Reduction in Traffic Deficiences within the Transportation System Serving the City of Augusta  Funding and USCGD Bridge Permit  Kennebec River  Kennebec County  ME,Final,09/05/2000,08/04/2000,Federal Highway Administration,ME
79206,Georgia Transportation Connectors Construction  I-75 in Bartow County to GA-371 Forsyth County and I-20 in Newton County to GA-316 Gwinnett County  Funding  Possible COE Section 404 Permit  Bartow  Cherokee  Forsyth  Newton  Rockdale and Walton Counties,Draft,12/27/1990,10/19/1990,Federal Highway Administration,GA
79205,FAP Route 340 (I-355 South Extension)  Interstate Route 55 to Interstate Route 80  Additional Information for the Tollroad/Freeway Alternative  Funding  US Coast Guard Permit and COE Section 404 Permit  Cook  DuPage  and Will Counties  IL,Second Draft Supplemental,02/26/2001,12/29/2000,Federal Highway Administration,IL
79204,MO-21 Corridor Transportation Improvement  between Otto to DeSoto  Funding  COE Section 404 Permit and NPDES Permit  Jefferson County  MO,Final,"",12/24/1997,Federal Highway Administration,MO
79203,MN TH-33 Improvements  I-35 to US TH-53  Addition Additional Information Urban Section near the City of Cloquet  Approval of COE Permit  St. Louis River  Carlton and St. Louis Counties  MN,Final Supplement,11/13/1992,12/24/1992,Federal Highway Administration,MN
79202,US 60 Highway Project  Imrprovement from East of Willow Springs to West of Van Buren  Funding  NPDES Permit and COE 404 Permit  Howell  Shannon and Carter Counties  MO,Draft,"",05/22/1998,Federal Highway Administration,MO
79201,US TH-169/Cross Range Expressway Improvement  US TH-2 in Grand Rapids to MN TH-65 in Pengilly  404 Permit  Funding  Itasca County  MN,Final,01/04/1990,01/05/1990,Federal Highway Administration,MN
79200,Greenville Southern Connectors Construction and Operation  I-185 at I-85 south of Donaldson Center Industrial Air Park to I-385 at US 276 and SC-153 Connector from existing SC-153 at I-85 to the Southern Connector  Funding and COE Section 404 Permit  Ande,Draft,03/13/1995,12/30/1994,Federal Highway Administration,SC
79199,US 70 Goldsboro Bypass Construction  US 70 in the vicinity of NC-1237 to US 70 in the vicinity of NC-1731  Funding and COE Permits  Wayne County  NC,Final,05/01/1998,04/03/1998,Federal Highway Administration,NC
79198,US 82 Highway (East-West Freeway in the City of Lubbock) Transportation Improvements from South of Loop 289 to East of I-27 and Relocation of the Seagraves  Whiteface and Lubbock Railroad  Funding and Right-of-Way Grant  Lubbock County  TX,Final,06/05/1995,06/02/1995,Federal Highway Administration,TX
79197,CA-238 Construction  near Industrial Parkway to CA-238/I-580 Interchange  Funding  and 404 Permit City of Hayward  Alameda County  CA,Draft,02/10/1988,10/30/1987,Federal Highway Administration,CA
79196,Tuscaloosa East Bypass Project (DPI-0080(001)  Construction from I-59/I-20 east Tuscaloosa and Newport to US-82 near west of Newport  Funding  NPDESs Permit  COE Section 10 and 404 Permits  Tuscaloosa County  AL,Draft,05/20/1998,03/27/1998,Federal Highway Administration,AL
79195,MD-331 - Dover Bridge  Construction  Right-of-Way Grant  US Coast Guard Bridge Permit and COE Section 404 Permit  Easton  Talbot and Caroline County  MD Published FR 8-31-90 - This final statement was ina filed with EPA 8-23-90.,Draft,07/07/1998,05/29/1998,Federal Highway Administration,MD
79194,Springdale Northern Bypass Project  US Highway 412 Construction  Funding and NPDES Permit Issuance  Benton and Washington Counties  AR,Draft,03/18/2002,02/22/2002,Federal Highway Administration,AR
79193,TX-130  Construction  I-35 of Georgetown to I-10 near Seguin  Funding  COE Section 404 Permit  Williamson  Travis  Caldwell  Guadalupe Counties  TX,Draft,03/23/2000,02/04/2000,Federal Highway Administration,TX
79192,WA-3/WA-304 Bremerton Ferry Terminal to the vicinity of Gorst Highway Improvement Project  Implementation  Funding  Right-of-Way Grant  NPDES Permit and COE Section 404 Permit  City of Bremerton  Kitsap County  WA,Final,01/02/1997,05/31/1996,Federal Highway Administration,WA
79191,I-84 Widening  N.E. 181st Avenue to Sandy River  New Interchange at N.E. 207th Ave and Sandy Boulevard to Halsey Street Construction  Additional Information  Funding and 404 Permit  Multnomah County  OR,Draft Supplement,10/05/1990,08/10/1990,Federal Highway Administration,OR
79190,North Douglas Highway Extension  Outer Point to Point Hilda  Funding  Section 404 Permit and Right-of-Way Acquisition  City and Borough of Juneau  AK,Draft,06/21/1988,03/18/1988,Federal Highway Administration,AK
79189,US 10 Highway Improvements  WI-13 and US 10 in Marshfield to WI-54 and US 10 in Waupaca  Funding and COE Section 404 Permit  Wood  Portage and Waupaca Counties  WI,Draft,03/03/1998,12/08/1995,Federal Highway Administration,WI
79188,Snake River Canyon Highway  Improvement  US 26/89 between Alpine Junction to Hoback Junction  Funding and COE 404 Permit  Teton and Lincoln Counties  WY,Draft,04/11/1991,02/22/1991,Federal Highway Administration,WY
79187,NJ-52 (known as MacArthur Boulevard Causeway)  Construction Project  between NJ-9 in  Somers Point  Atlantic County to Bay Avenue in Ocean City  Cape May County  Funding  COE Section 404 and 10 Permits  USCG Permit  Atlantic and Cape May Counties  NJ,Final,09/09/2002,08/09/2002,Federal Highway Administration,NJ
79186,CA-41 Route Adoption of Alignment Project  between El Paso Avenue and CA-145  Funding  Right-of-Way Acquisition and COE Section 404 Permit  Fresno and Madera Counties  CA,Final,04/12/1995,03/10/1995,Federal Highway Administration,CA
79185,Birmingham Northern Beltline Project  Construction  I-59/20 west to I-59 northeast in the City of Birmingham  Funding and Possible COE Section 404 Permit  Jefferson County  AL,Final,09/08/1997,08/08/1997,Federal Highway Administration,AL
79184,Harry S. Truman Parkway  Construction from the Abercorn Street Extension (GA-204) to Derenne Avenue  COE Section 404 Permit and U.S. Coast Guard Permit  Chatham County  GA,Final,09/27/1999,08/27/1999,Federal Highway Administration,GA
79183,US 20/Dodge Street Improvements  Concord Street to Dodge - Locust Street Intersection  IA,Final,06/02/1987,05/15/1987,Federal Highway Administration,IA
79182,I-5/196th Street SW/WA-524 Interchange Project  Improvements  Funding  NPDES and COE Section 404 Permits  Snohomish County  WA,Draft,07/19/1993,05/28/1993,Federal Highway Administration,WA
79181,San Francisco - Oakland Bay Bridge  East Span Seismic Safety Project  Connection between I-80 Yerba Buena Island and Oakland  US Coast Guard Permit and COE Section 404 Permit  San Francisco and Alameda Counties  CA,Draft,11/23/1998,10/09/1998,Federal Highway Administration,CA
79180,WI-13 Marshfield Regional Mobility Study for Transportation Improvements  Funding and COE Section 404 Permit  City of Marshfield  Wood and Marathon Counties  WI,Final,12/01/1995,11/03/1995,Federal Highway Administration,WI
79179,Washington Street Corridor Improvements  Century Avenue to Bismarck Expressway  Burlington Northern Railroad Washington Street Underpass  Funding  Burleigh County  ND,Revised Draft,07/25/1990,06/29/1990,Federal Highway Administration,ND
79178,US 67 Construction  US 67/167 to I-40 West/I-430 Interchange around the North Little Rock Metropolitan Area  Funding  Pulaski County  AR,Draft,01/10/1992,11/15/1991,Federal Highway Administration,AR
79177,MD-100 Construction  I-95 in Howard County to MD-3/I-97 in Anne Arundel County and MD-176 Improvements  US 1 to MD-295/Gladys Noon Spellman Parkway  Right-of-Way Acquisition  404 Permit and Funding  Howard and Anne Arundel Counties  MD,Final,12/16/1987,11/20/1987,Federal Highway Administration,MD
79176,Hampton Roads Crossing Study  Improvements to Relieve Congestion at the I-64 Hampton Roads Bridge Tunnel  I-64 and I-664 Interchange in Hampton; I-64 and I-564 Interchange in Norfolk; VA-164 near Coast Guard Boulevard in Portsmouth; and I-66  I-264 and I-664 Interchange in Chesapeake  Funding  Coast Guard  COE Section 10 and 404  Permits Issuance  Isle of Wight and York Counties  VA,Draft,03/15/2000,12/17/1999,Federal Highway Administration,VA
79175,Mon/Fayette Transportation Project  I-70 in Fallowfield Township to PA-51 in Jefferson Borough Updated Information concerning the addition of the Green Alignment Alternative  Funding  COE Section 404 and NPDES Permits  Mon Valley  Washington and Allegheny,Draft Supplement,10/25/1993,09/10/1993,Federal Highway Administration,PA
79174,US 151 Highway Project  from Dickeyville to to Belmont  Improvements  Funding and COE Section 404 Permit  Grant and Lafayette Counties  WI,Draft,07/01/1996,05/10/1996,Federal Highway Administration,WI
79173,US 18/151 Improvement  CTH-G to CTH-PD  City of Verona  Dane County  WI,Final,06/28/1991,06/28/1991,Federal Highway Administration,WI
79172,US 61  US 218 and IA-394 Highway Improvements  Construction  Funding US Army COE Section 404 Permit  Lewis  and Clark Counties  MO; and Lee and Henry Counties  IA,Final,06/23/1999,05/14/1999,Federal Highway Administration,""
79171,US 127 Improvements  Anderson County Line to I-64  Funding  Franklin County  KY,Draft,05/08/1987,04/03/1987,Federal Highway Administration,KY
79170,MA-146/Massachusetts Turnpike Interchange Project  Improvements from MA-146 between I-290 at Brosnihan Square in Worcester and MA-122A in Millbury  Funding  COE Section 404 Permit and EPA NPDES Permit  Cities of Worcester and Millbury  Worcester County  M,Draft,11/24/1992,10/09/1992,Federal Highway Administration,MA
79169,Tuscaloosa East Bypass Corridor  Construction  I-59/I-20 east of Tuscaloosa to US 82 west of Northport  Funding  NPDES Permit  COE Section 10 and 404 Permits  Tuscaloosa County  AL,Draft,08/23/1994,07/08/1994,Federal Highway Administration,AL
79168,US Highway 183 Alternate Project  Improvements from RM-620 to approximately three miles north of the City of Leander  Williamson County  TX,Draft,08/25/2000,07/14/2000,Federal Highway Administration,TX
79167,US 89 Corridor Transportation Improvements  I-15/Farmington to Harrison Boulevard/South Ogden  Funding  COE Section 404 and NPDES Permits  Davis and Weber Counties  UT Published  FR 09-27-96  Correction to EIS Title and Telephone Number for Contact Person,Draft,"",11/03/1995,Federal Highway Administration,UT
79166,Southwest Lockport Bypass Construction  Robinson Road to NY-31  Funding  Section 10  404 and Coast Guard Bridge Permits  Niagara County  NY,Final,02/06/1989,12/30/1988,Federal Highway Administration,NY
79165,Airport Parkway and Mississippi 25 (MS-25) Connectors Construction  Airport Parkway Connector from the Intersection of High Street/Interstate 55 (I-55) in the City of Jackson to south of the Jackson International Airport and MS-25 Connector east of the western terminus of the Airport Parkway Connector to MS-25 (Lakeland Drive) in the Community of Luckney  Funding and US COE Section 404 Permit Issuance   Hinds and Rankin Counties  MS,Final,11/02/1999,10/01/1999,Federal Highway Administration,MS
79164,US 45 Bypass Construction around the City of New London  Funding and 404 Permit  Outagamie County  WI,Final,03/20/1990,02/23/1990,Federal Highway Administration,WI
79163,Elliott Bridge No. 3166 Replacment  from WA-169 (Renton-Maple Valley Highway) across the bridge to the intersection of 154th Place S. E.  Funding  U.S. CGD Bridge Permit and Section 404 Permit  Cedar River  City of Renton  King County  WA,Final,02/08/1996,12/29/1995,Federal Highway Administration,WA
79162,US 101 Highway Transportation Improvement Project  between Vineyard Avenue to Johnson Drive  Funding  in the Cities of Oxnard and San Buenaventura  Ventura County  CA,Draft,03/29/1996,02/16/1996,Federal Highway Administration,CA
79161,OK-82 Highway Construction  Red Oak to Lequire  Funding and Possible National Pollutant Discharge Elimination System Permit  Latimore and Haskell Counties  OK,Draft,09/22/1992,07/24/1992,Federal Highway Administration,OK
79160,I-81 Interchange Project  Construction  Funding Chambersburg  Franklin County  PA Published  FR - 6-16-95  Correction to Title.,Draft,07/18/1994,06/03/1994,Federal Highway Administration,PA
79159,Shelby Avenue/Demonbreum Street Corridor  from I-65 North to I-40 West in Downtown Nashville  Funding  U.S. Coast Guard Permit and COE Section 404 Permit  Davidson County  TN,Final,"",08/07/1998,Federal Highway Administration,TN
79158,RI-138 Improvement  Jamestown Bridge Replacement to Newport Bridge Toll Plaza  Safety and Traffic Improvement Alternatives  Funding  Newport County  RI,Final Supplement,02/29/1988,01/15/1988,Federal Highway Administration,RI
79157,US 30/Columbia River Highway Improvements  Bennett Road to Columbia Road  Funding and 404 Permit  Columbia County  OR,Final,01/04/1991,12/07/1990,Federal Highway Administration,OR
79156,South I-25 and US 85 Corridors Improvements  CO-470 to Castle Rock  Funding  Douglas County   CO,Draft,09/07/2000,07/21/2000,Federal Highway Administration,CO
79155,Arden Garden Connector Project  Arden Way in North Sacramento to Garden Highway in South Natomas across the Natomas East Main Drainage Canal  Funding  Sacramento County  CA,Draft,03/04/1996,12/15/1995,Federal Highway Administration,CA
79154,I-49 Connector  Construction from Evangeline Thruway US-90 and US-197 in Urbanized Lafayette   Funding  COE Section 10 and 404 Permits  Parish of Lafayette  LA,Draft,07/16/2001,06/08/2001,Federal Highway Administration,LA
79153,CA-52 Construction  Santo Road to CA-67  Funding and 404 Permit  San Diego and Santee Cities  San Diego County  CA,Draft,06/23/1987,05/29/1987,Federal Highway Administration,CA
79152,OK-82 Highway Construction  Red Oak to Lequire  Funding and Possible National Pollutant Discharge Elimination System Permit  Latimore and Haskell Counties  OK,Final,03/30/1993,03/26/1993,Federal Highway Administration,OK
79151,IN-145 New Road Construction  Updated Information IN-37 and the existing I-64 Interchange near St. Croix in Perry County to the east junction of IN-64 and IN-145 in Crawford County  IN.,Draft Supplement,"",09/25/1998,Federal Highway Administration,IN
79150,I-59/I-759 Interchange to US 11 and US 431/US 278  Construction  Funding  Etowah County  AL,Final,10/23/1995,09/22/1995,Federal Highway Administration,AL
79149,NC-16 Upgrading and Relocating Project  Construction  Lucia to North of NC-150  Funding  COE Section 404 Permit and NPDES Permit  Gaston  Lincoln and Catawba Counties  NC,Draft,09/15/1994,07/29/1994,Federal Highway Administration,NC
79148,US 23/I-26 Corridor Transportation Improvements  NC-197/Barnardville Road to North Carolina- Tennessee State Line  Funding  COE Section 404 Permit and EPA National Pollutant Discharge Elimination System Permit  Buncombe and Madison Counties  NC,Final,"",04/15/1994,Federal Highway Administration,NC
79147,US-14/61 Westby - Virogua Bypass Corridor Study  Transportation Improvements  Funding and COE Section 404 Permit  Cities of Virogua and Westby  Vernon County  WI,Draft,04/06/2000,02/18/2000,Federal Highway Administration,WI
79146,US 101 Highway Aberdeen-Hoquiam Corridor Project  Improvements  US Coast Guard and COE Section 404 Permit  Grays Harbor County  WA,Final,06/12/2000,04/28/2000,Federal Highway Administration,WA
79145,WA-20 Widening  Weeman Bridge to Winthrop  Funding and Possible 404 Permit  Okanogan County  WA,Final,03/20/1989,02/17/1989,Federal Highway Administration,WA
79144,FAP-413 Construction  I-270 at the Northern Terminus of I-255 to IL-267  Funding and 404 Permit  Madison County  IL,Draft,02/23/1989,02/03/1989,Federal Highway Administration,IL
79143,US 71 Improvement  I-144 to Arkansas State Line  Funding and Section 404 Permit  Jasper  Newton and McDonald Counties  MO,Draft,04/16/1990,03/02/1990,Federal Highway Administration,MO
79142,TX-121 Extension  I-20 in Fortworth to US 67  Construction  Section 404 Permit and Funding  Tarrant and Johnson Counties  TX,Draft,02/20/1990,01/12/1990,Federal Highway Administration,TX
79141,Sandpoint North and South (NH-IR-F-CM-5116(68) Projects  Construction  US 95 (Milepost 466.8 to Milepost 4786)  COE Section 404 Permit  City of Sandpoint  Bonner County  ID,Draft,09/16/1994,07/29/1994,Federal Highway Administration,ID
79140,US 27 and US 68 Improvement  Rogers Road in Lexington to Parkway Drive in Paris  Funding  Bridge Construction Permit  North Fork Elkhorn Creek and Houston Creek Bridge  Fayette and Bourbon Counties  KY,Final Supplement,08/30/1991,08/02/1991,Federal Highway Administration,KY
79139,MO-141 Relocation Highway Project  Improvements  South of MO-HH to 1.1 miles south of MO-100 (Job No. J6U0804) and 1.1 miles south of MO-100 to 0.8 miles North of I-44 (Job No. J6U0804B)  Funding and COE Section 404 Permit  St. Louis County  MO  Contact:,Final,05/13/1996,04/12/1996,Federal Highway Administration,MO
79138,William S. Keller Bridge Replacement on US-31 across the Tennessee River  City of Decatur  Funding  Coast Guard Bridge Permit  COE Section 404 Permit and TVA Section 26a Permit  Morgan and Limestone Counties  AL,Final,12/21/1992,11/27/1992,Federal Highway Administration,AL
79137,Central Artery/I-93 and Third Harbor Tunnel/I-90  South Boston Haul Road Construction Dorchester Avenue to Congress Street Funding  COE Section 404 Permit and EPA NPDES Permit  City of Boston  Suffolk County  MA,Second Final Supplemental,09/24/1990,08/24/1990,Federal Highway Administration,MA
79136,CA-101 Transportation Improvement Project  between Milpas Street in the City of Santa Barbara and 1.1 Miles North of the Ventura County Line in the City of Carpinteria  Funding  COE Section 404 Permit and NPDES Permit  Santa Barbara and Ventura Counties,Draft,05/21/1993,04/02/1993,Federal Highway Administration,CA
79135,Putnam Street Bridge Replacement across the Muskingum River  Construction and Funding  Marietta  Washington County  OH,Draft,04/15/1996,02/16/1996,Federal Highway Administration,OH
79134,CA-120 Oakdale Expressway Project  Construction and Operation  Post Mile 3.0 to Post Mile R12.9 near Oakdale  Funding  Section 404 Permit  NPDES Permit  Stanislaus County  CA,Draft,07/09/2001,05/25/2001,Federal Highway Administration,CA
79133,Northern Wake Expressway  Construction  NC-55 Near Morrisville to US 64 Near Knightdale  Funding and 404 Permit  Wake and Durham Counties  NC,Draft,08/17/1989,06/23/1989,Federal Highway Administration,NC
79132,Wisconsin Trunk Highway 29 Improvement  Shawano Bypass Construction  Section 404 Permit and Funding  Shawano County  WI,Draft,01/18/1990,12/08/1989,Federal Highway Administration,WI
79131,WI-13 Marshfield Regional Mobility Study for Transportation Improvements  Funding and COE Section 404 Permit  City of Marshfield  Wood and Marathon Counties  WI,Draft,09/07/1994,06/03/1994,Federal Highway Administration,WI
79130,I-5/Santa Ana Freeway Widening and Interchanges I-5/CA-22 and I-5/CA-91 Reconstruction  Funding  Cities of Santa Ana  Orange  Anaheim  Fullerton and Buena Park  Orange County  CA,Draft,09/18/1989,07/28/1989,Federal Highway Administration,CA
79129,M-84 Reconstruction Transportation Project  Titabawassee Road and Euclid Avenue  Funding  COE Section 10 and 404 Permits  Bay City  Bay and Saginaw Counties  MI,Draft,"",11/18/1994,Federal Highway Administration,MI
79128,I-81 Connector/LR-1067  Section A01 Construction  US 11/Harrisburg Exchange to I-81 on the North  Funding and 404 Permit  Cumberland County  PA,Draft,07/06/1989,05/19/1989,Federal Highway Administration,PA
79127,Louisville-Southern Indiana Ohio River Bridges Projects to Improve Cross-River Mobility between Jefferson County  KY and Clark County  IN  Coast Guard Bridge Permit  COE Section 10 and 404 Permits  Jefferson County  KY and Clark County  IN,Draft,03/21/2002,11/16/2001,Federal Highway Administration,KY
79126,FAP 302 (formerly FAP 407)/IL-336 Construction  US 24 at Quincy to US 136 at Carthage  Funding and Section 404 Permit  Adams and Hancock Counties IL,Final,05/16/1991,07/26/1991,Federal Highway Administration,IL
79125,I-85 Greensboro Bypass Study Area Transportation Improvement  I-85 South of Greensboro to I-40/85 east of Greensboro  Funding  Possible Section 404 Permit  City of Greensboro  Guilford County  NC,Draft,04/24/1992,03/06/1992,Federal Highway Administration,NC
79124,WI-STH-11 Janesville Bypass (West) Transportation Improvements  between Dubuque  Iowa  and the Raccine/Kenosha urban area  WI-STH-11 is the major link to IH-90  Funding and COE Section 404 Permit  Rock County  WI,Draft,03/09/1998,12/19/1997,Federal Highway Administration,WI
79123,US 113 Planning Study  Transportation Improvement from south of Snow Hil  Maryland to Delaware State Line  Funding and COE Section 404 Permit  Worcester County  MD,Draft,07/18/1997,05/30/1997,Federal Highway Administration,MD
79122,CA-30 Improvements  CA-66/Foothill Boulevard to I-215  Funding and COE Section 404 Permit  Los Angeles and  San Bernardino Counties  CA,Final,09/12/1996,07/26/1996,Federal Highway Administration,CA
79121,Appalachian Corridor H  To Construct a 16-mile Highway Between Kerens to Parsons  Battlefield Avoidance  Randolph and Tucker Counties  WV,Third Draft Supplemental,01/18/2001,10/19/2001,Federal Highway Administration,WV
79120,Chicago-St. Louis High-Speed Rail Project  Improvement from Chicago to St. Louis to enhance the Passenger Transportation Network  NPDES Permit and COE Section 404 Permit  Several Counties  IL and St. Louis County  MO,Draft,08/03/2000,06/23/2000,Federal Highway Administration,IL
79119,MI-45 Reconstruction  West of 68th Avenue to East of 24th Avenue  Funding and 404 Permit  Ottawa County  MI,Draft,08/31/1989,07/21/1989,Federal Highway Administration,MI
79118,Haggerty Road Connector Construction  I-96/I-696/ I-275 Interchange to Pontiac Trail  Funding and 404 Permit  Oakland County  MI,Final,08/02/1991,06/28/1991,Federal Highway Administration,MI
79117,WA-525/Paine Field Boulevard Project  Improvements  between WA-99 to WA-526  Funding and COE Section 404 Permit  City of Mukitteo  Snohomish County  WA,Final,07/18/1995,06/02/1995,Federal Highway Administration,WA
79116,OH-297/Whipple Avenue Improvement  US-30 Interchange at Raff Road/Whipple Avenue/OH-297 to I-77 Interchange at Everhard Road  Funding  Stark County  OH,Draft,08/01/1988,06/03/1988,Federal Highway Administration,OH
79114,US 202 Section 700 Corridor  Improvements  from PA 63 in Montgomeryville to the PA-611 Bypass in Doylestown Township  COE Section 404 Permit and Right-of-Way  Montgomery and Bucks Counties  PA Published FR  11-14-97 - Review Period extended to circulate E,Draft,10/10/1996,08/09/1996,Federal Highway Administration,PA
79113,NH 9/US 202 Highway Improvements Project  between Henniker to the east and NH 31 to the west  Funding  COE Section 404 Permit and NPDES Permit  Hillsborough County  NH,Final,"",07/05/1996,Federal Highway Administration,NH
79112,WI-16 Oconomowoc West Bypass (Rock River to WI-67) Project  Improvement  Funding and COE Section 404 Permit  City of Oconomowoc  Jefferson and Waukesha Counties  WI,Draft,09/23/1994,07/01/1994,Federal Highway Administration,WI
79111,North Marine Drive Improvement  I-5 to Rivergate Industrial District  Funding and Section 10/404 Permits  Multnomah County  OR,Final,08/25/1989,07/28/1989,Federal Highway Administration,OR
79110,New Mississippi River Crossing  Relocated I-70 and I-64 Connector  Funding  COE Section 404 and 10 Permits  NPDES Permit  St. Louis County  MO,Final,04/23/2001,04/20/2001,Federal Highway Administration,MO
79109,VA-17 Bypass Extension  VA-17/29 Business to VA-17 northwest of Warrenton  Construction  Funding and COE General Permit  Town of Warrenton  Fauquier County  VA,Final,10/29/1990,09/28/1990,Federal Highway Administration,VA
79108,Woodrow Wilson Bridge Improvement  I-95 from the Telegraph Road/Capital Beltway Interchange in Alexandria  VA to the MD-210/Capital Beltway Interchange in Oxon Hill  MD  Funding  Section 10 and 404 Permits and CGD Bridge Permit  Fairfax County  VA; Prince,Final,10/16/1997,09/12/1997,Federal Highway Administration,""
79107,US 101 Realignment Construction  near Cushing Creek from Mile Post 20.3 to 22.3 South of Crescent City  Funding and COE Permits  Del Norte County  CA,Draft,09/15/1994,08/05/1994,Federal Highway Administration,CA
79106,North Douglas Highway Extension  Outer Point to Point Hilda  Funding  Section 404 Permit and Right-of-Way Acquisition  City and Borough of Juneau  AK,Final,11/27/1989,10/27/1989,Federal Highway Administration,AK
79105,Mon/Fayette Transportation Project  Improvements from Uniontown to Brownsville Area  Funding and COE Section 404 Permit  Fayette and Washington Counties  PA,Draft,01/07/2000,11/05/1999,Federal Highway Administration,PA
79104,Fayetteville Outer Loop Project  US 401 to I-95 at the existing US 13 Interchange  Funding and USCOE Section 10 and 404 Permit Issuance  City of Fayetteville  Cumberland County  NC The above FEIS was received during the week of 12-15-97 thru 12-19-97.  Du,Draft,12/03/1992,10/16/1992,Federal Highway Administration,NC
79103,Lockport Expressway/I-990 Extension  North French Road to Millersport Highway/NY-263 To Transit Road  Funding  404 Permit  Erie County  NY,Draft,09/04/1987,07/24/1987,Federal Highway Administration,NY
79102,US 75 Highway Roadway Improvement  Updated Information   Improvements from segment Murray (Highway N-1) to Bellevue Fairview Road)  Cass and Sarpy Counties  NB,Draft Supplement,"",10/23/1998,Federal Highway Administration,NB
79101,WA-509 Corridor Completion /I-5/South Access Road Project  WA-509 Extension Improvements  Enhancement of Southern Access to and from Sea-Tac International Airport; and I-5 Improvements between South 210th Street and 310th Street  Funding  NPDES Permit and US COE Section 404 Permit Issuance  King County  WA,Revised Draft,05/01/2002,02/08/2002,Federal Highway Administration,WA
79100,MD-228 Extension  US 301 to MD-210 and MD-210 Improvement  MD-228 Extended to Old Fort Road  Funding  Charles and Prince Georges Counties  MD,Final,08/07/1989,07/07/1989,Federal Highway Administration,MD
79099,US 14 Construction  Owatonna to Kasson  Funding and Section 404 Permit  Dodge and Steele Counties  MN,Final,11/15/1993,10/01/1993,Federal Highway Administration,MN
79098,South Cushman Street Upgrading  Van Horn Road to Gaffney Road  Funding  Fairbanks  North Star Borough  AK,Draft,11/29/1988,10/14/1988,Federal Highway Administration,AK
79097,CA-180 Transportation Project  Construction  between Temperance Avenue and Cove Road  Funding and COE Section 404 Permit  Fresno County  CA,Draft,11/14/1994,09/23/1994,Federal Highway Administration,CA
79096,VA-199 Construction  VA-5 TO I-64  Section 10 and 404 Permits  James City and York Counties  VA,Final,05/12/1989,04/14/1989,Federal Highway Administration,VA
79095,Missouri River Bridge (Project No. F-14-4(104) Construction  Connecting N-12 in Nebraska to SD-37 in South Dakota  COE Section 404  US Coast Guard Bridge and Flood Plan Permits  Knox Co.  NB and Bon Homme Co.  SD,Draft,"",04/01/1994,Federal Highway Administration,NB
79094,I-44 Reconstruction  I-44 Arkansas River Bridge to I-44/Broken Arrow Expressway/OK 51 Interchange  Funding  and COE Section 404 Permit  Tulsa County  OK,Final,06/04/1993,05/07/1993,Federal Highway Administration,OK
79093,US 71 Relocation  Construction extending from US 70 in DeQueen to I-40 near Alma  AR  Funding and COE Section 404 Permit  Sevier  Polk  Scott  Sebastian and Crawford Counties  AR,Draft,12/30/1996,11/15/1996,Federal Highway Administration,AR
79092,NY-120/22 Reconstruction Corridor  from Exits 2 and 3 on I-684 and Old Post Road (PIN-8130.75)  Funding  COE Section 10 and 404 Permits  Town of North Castle  Westchester County  NY,Final,08/20/2001,07/13/2001,Federal Highway Administration,NY
79091,WA-525/Paine Field Boulevard Project  Improvements  between WA-99 to WA-526  Funding and COE Section 404 Permit  City of Mukitteo  Snohomish County  WA,Draft,05/16/1994,04/01/1994,Federal Highway Administration,WA
